date_of_sale,address,postal_code,county,price,description
01/12/2020,"MONAGHANSTOWN, CASTLETOWN GEOGHEGAN, MULLINGAR",,Westmeath,"€375,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"MONEEENROE, RAILYARD, CASTLECOMER",,Kilkenny,"€120,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"MUCKANAGH TUBBERCLAIR, GLASSON, ATHLONE",,Westmeath,"€320,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"NEWTOWN, KILMORE QUAY, WEXFORD",,Wexford,"€365,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"NEWTOWN, LACKAROE, YOUGHAL",,Cork,"€170,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"No's 90  91  92, An Saileachán, Raheen",,Galway,"€417,874.88",New Dwelling house /Apartment
01/12/2020,"OLD FARMHOUSE, MIDDELEINE SOUTH, SCARIFF",,Clare,"€25,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"ORCHARDSTOWN, BUTLERSTOWN, WATERFORD",,Waterford,"€220,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"PAINSTOWN, DONADEA, KILDARE",,Kildare,"€630,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"RATHBEGGAN, DUNBOYNE, MEATH",,Meath,"€750,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"RIVERSIDE COTTAGE, MAIN ST, ATHLEAGUE",,Roscommon,"€78,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"ROSS, RATHDOWNEY, COUNTY LAOIS",,Laois,"€100,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"SINGLETON, SEA ROAD, ARKLOW",,Wicklow,"€600,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"TINNACARRIG, FOULKSMILLS, WEXFORD",,Wexford,"€85,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"TOORACLADAIN, MAISTIR GAOITHE, CILL AIRNE",,Kerry,"€70,000.00",Second-Hand Dwelling house /Apartment
01/12/2020,"TRINITY COTTAGE, BALTRAY RD, TERMONFECKIN",,Louth,"€207,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"1 AVONDALE RD, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"1 DE VESCI Mews, Monkstown, Dublin",,Dublin,"€550,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"1 DE VESCI TERRACE, MONKSTIOWN, DUBLIN",,Dublin,"€1,700,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"1 PERCIVAL VIEW, KANTURK, CORK",,Cork,"€175,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"1 THE ORCHARD, MONKSTOWN, CORK",,Cork,"€268,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"1 The Parsonage, Waterville",,Kerry,"€211,453.74",New Dwelling house /Apartment
02/12/2020,"10 ALDERWOOD LAWN, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€165,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"10 Dodderbrook Place, Old Court Road, Ballycullen",Dublin 24,Dublin,"€374,449.33",New Dwelling house /Apartment
02/12/2020,"10 St Josephs Green, Clonsilla, Dublin 15",Dublin 15,Dublin,"€308,370.00",New Dwelling house /Apartment
02/12/2020,"10 THE COURT GREENFIELDS, FIRIES, KILLARNEY",,Kerry,"€162,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"103 BALLINACURRA GARDENS, BALLINACURRA, LIMERICK",,Limerick,"€197,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"105 WALSH ROAD, DROMCONDRA, DUBLIN 9",,Dublin,"€416,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"11-19 Heathhill, Newtowncunningham",,Donegal,"€1,876,916.40",New Dwelling house /Apartment
02/12/2020,"11 BREMORE PASTURES GREEN, BALBRIGGAN, DUBLIN",,Dublin,"€161,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"11 CABINTEELY AVE, LONGMEADOW, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"€515,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"11 DRUMMOND PLACE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€365,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"11 FEAR AN FLAINN, BALLYCONNELL, KILFLYNN",,Kerry,"€160,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"11 MOUNT EUSTACE RISE, TYRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,"€240,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"11 The Way, Ledwill Park, Kilcock",,Kildare,"€299,559.00",New Dwelling house /Apartment
02/12/2020,"110 Longstone, Blessington Road, Craddockstown",,Kildare,"€268,722.47",New Dwelling house /Apartment
02/12/2020,"111 MEADOW HILL, KILTOY, LETTERKENNY",,Donegal,"€121,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"115 KILLEEN WOOD, OAKPARK, TRALEE",,Kerry,"€130,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"12 BOYCETOWN COURT, KILCOCK, KILDARE",,Kildare,"€462,500.00",Second-Hand Dwelling house /Apartment
02/12/2020,"12 CUSACK LAWN, LAHINCH RD, ENNIS",,Clare,"€272,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"12 MEADOW HILL, KILKENNY, KILKENNY",,Kilkenny,"€260,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"12 Reldare, Model Farm Road, Cork",,Cork,"€427,313.00",New Dwelling house /Apartment
02/12/2020,"12 RIVERVIEW TERRACE, CAHIRCIVEEN, KERRY",,Kerry,"€160,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"12 WATERSLADE DOWNS, TULLINADALY RD, TUAM",,Galway,"€126,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"12 Yew Abbey, Tinure, Drogheda",,Louth,"€436,123.34",New Dwelling house /Apartment
02/12/2020,"126 LORETO ABBEY, GRANGE RD, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,"€335,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"13 Ashville, Kiltullagh, Athenry",,Galway,"€295,155.00",New Dwelling house /Apartment
02/12/2020,"13 BURREN VIEW, ENNIS ROAD, GORT",,Galway,"€149,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"13 CLARENDON COURT, PENROSE LANE, WATERFORD",,Waterford,"€45,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"13 Highfield, Ardeskin Donegal Town",,Donegal,"€213,656.00",New Dwelling house /Apartment
02/12/2020,"13 NORTH GLEBE, KILDARE TOWN, KILDARE",,Kildare,"€235,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"132 WHITEFIELDS, STATION RD, PORTARLINGTON",,Laois,"€178,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"137 CLONKEEN RD, DEANSGRANGE, BLACKROCK DUBLIN 4",,Dublin,"€650,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"14 BROOKLAWN, NEW ROSS, CO WEXFORD",,Wexford,"€88,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"14 TWIN OAKS, KINGSCOURT RD, BAILIEBOROUGH",,Cavan,"€145,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"141 Ardmore Hills, Ardmore Road, Mullingar",,Westmeath,"€242,247.00",New Dwelling house /Apartment
02/12/2020,"144 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€365,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"144 OLD CO RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€160,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"15 THE NURSERIES, FOREST RD, SWORDS",,Dublin,"€366,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"15 THE WAY, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,"€355,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"16 ST LUKES CRESCENT, DUNDRUM RD, DUBLIN 14",Dublin 14,Dublin,"€450,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"17 OLD RACECOURSE, TOORAREE, KNOCK RD",,Mayo,"€136,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"17 WILLOW PARK RD, GLASNEVIN NORTH, DUBLIN 11",Dublin 11,Dublin,"€417,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"175 LAUREL PARK, NEWCASTLE, GALWAY",,Galway,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"18 Beech Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,"€436,123.34",New Dwelling house /Apartment
02/12/2020,"18 DE LACY CRESCENT, TRIM, MEATH",,Meath,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"18 RINGMEEN ESTATE, COBH, COUNTY CORK",,Cork,"€90,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"18 WILLBROOK LAWN, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€615,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"187 CHARLESLAND WOOD, THE GLEN, GREYSTONES",,Wicklow,"€305,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 KERRYMOUNT RISE, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"€515,625.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 LEINSTER COTTAGES, MAYNOOTH, KILDARE",,Kildare,"€230,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 Oak Park Square, Oak Park, Craddocstown",,Kildare,"€281,938.33",New Dwelling house /Apartment
02/12/2020,"19 ORCHARDSTOWN AVE, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€570,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 ROSSDARAGH HILL, RATHEVAN, PORTLAOISE",,Laois,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 SUNNYHILL, CASTLEMARTIN LODGE, KILCULLEN",,Kildare,"€415,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 THE BEECHES, CASTLEJANE WOOD, GLANMIRE",,Cork,"€262,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"19 Waverly Hill, Waverly, Blacklion",,Wicklow,"€484,581.00",New Dwelling house /Apartment
02/12/2020,"2 BELTON TERRACE, CASTLE ST, BRAY",,Wicklow,"€405,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"2 GLINCOOL VILLAS, MAGLIN, BALLINCOLLIG",,Cork,"€285,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"2 GORTNABRAD RD, CARRIGART, DONEGAL",,Donegal,"€130,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"2 SEAVIEW PLACE, MYRTLEVILLE, CROSSHAVEN",,Cork,"€160,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"20 Donore, Earlsfort, Seafield Road",,Louth,"€224,669.60",New Dwelling house /Apartment
02/12/2020,"20 SHANACLOON, SHANBALLA, ENNIS",,Clare,"€200,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"21 JESSOP ST, PORTLAOISE, LAOIS",,Laois,"€132,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"21 KENILWORTH MANOR, HAROLDS CROSS RD, DUBLIN 6W",,Dublin,"€267,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"21 LYREEN DRIVE, Mariavilla, Maynooth",,Kildare,"€422,907.00",New Dwelling house /Apartment
02/12/2020,"21 RATHBEALE CRESCENT, SWORDS, DUBLIN",,Dublin,"€480,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"211 VIRGINIA HEIGHTS, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€270,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"22 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"22 THE GROVE MILLERSBROOK, NENAGH, TIPPERARY",,Tipperary,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"24 ARD NA MARA, SALTHILL, GALWAY",,Galway,"€380,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"24 Friarsfield, Killenaule, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"24 LANESBOROUGH DR, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€266,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"24 St. Joseph's Avenue, Clonsilla, Dublin 15",,Dublin,"€348,017.62",New Dwelling house /Apartment
02/12/2020,"246 ARDEN VIEW, TULLAMORE, OFFALY",,Offaly,"€87,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"25 BELARMINE PLACE, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€391,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"25 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"26 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"26 RATHSILLAN, CARLOW RD, TULLOW CARLOW",,Carlow,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"26 THE ELMS, RIDGEWOOD, SWORDS",,Dublin,"€435,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"27 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"27 OLDCOURT AVE, FIRHOUSE, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€367,500.00",Second-Hand Dwelling house /Apartment
02/12/2020,"27 THE BOULEVARD, GRANGERATH, COLPE",,Meath,"€535,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"28 NEW VALE COTTAGES, SHANKILL, DUBLIN",Dublin 18,Dublin,"€385,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"29 GLASNEVIN AVE, DUBLIN 11, DUBLIN",Dublin 11,Dublin,"€465,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"29 MOUNT MERRION AVE, BLACKROCK, DUBLIN",,Dublin,"€1,526,350.00",Second-Hand Dwelling house /Apartment
02/12/2020,"3 RATHEVAN HEIGHTS, BORRIS RD, PORTLAOISE",,Laois,"€315,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"3 WALNUT DR, KINGSWOOD HEIGHTS DUBLIN 24, DUBLIN",Dublin 24,Dublin,"€300,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"30 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"30 PATRICK O DONOGHUE PLA, TOGHER, CORK",,Cork,"€235,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"31 BROOKLAWN, NEW ROSS, CO WEXFORD",,Wexford,"€76,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"31 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.00",New Dwelling house /Apartment
02/12/2020,"31 KINGS AVE, BALLYBOUGH, DUBLIN 3",Dublin 3,Dublin,"€185,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"32 Clonmore, Mallow",,Cork,"€207,048.00",New Dwelling house /Apartment
02/12/2020,"32 CONLETHS RD, GREENHILLS ESTATE, WALKINSTOWN",Dublin 12,Dublin,"€320,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"32 HILLTOP, ST PATRICKS ROAD, LIMERICK",,Limerick,"€169,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"32 Maydenhayes Crescent, Mornington",,Meath,"€259,067.50",New Dwelling house /Apartment
02/12/2020,"32 ROSSDARRAGH GLEN, RATHEVEN, PORTLAOISE",,Laois,"€170,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"32A CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€390,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"33 LLEWELLYN LAWN, GRANGE VALLEY, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€475,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"35 LONGFIELD PARK, BOHERLAHAN, CASHEL",,Tipperary,"€167,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"36 Birch View, Mount Woods, Maryborough",,Cork,"€259,912.00",New Dwelling house /Apartment
02/12/2020,"36 GILMARTIN RD, TUAM, GALWAY",,Galway,"€65,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"36 SHANNON GROVE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€125,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"39 MOYLARAGH WALK, BALBRIGGAN, COUNTY DUBLIN",,Dublin,"€130,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"4 ESKER GATE, PORTLAOISE RD, MOUNTMELLCIK",,Laois,"€195,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"4 HUDSON RD, GLASTHULE, DUBLIN",,Dublin,"€590,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"4 LIAM LEECH TERRACE, PATRICK ST, DROGHEDA",,Louth,"€135,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"4 THE DOONEY, STEPHEN ST, SLIGO",,Sligo,"€60,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"4 THE DR, COLLEGE MANOR, COBH",,Cork,"€219,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"42 FOXHILL PARK, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,"€330,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"42 Millquarter, Knockmullen, Gorey",,Wexford,"€264,300.00",New Dwelling house /Apartment
02/12/2020,"45 PAIRC NA GREINE, RATHCORMAC, CORK",,Cork,"€180,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"45 SIUL NA HABHANN, MILLROAD, CORBALLY",,Limerick,"€229,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"45 ST JOHNS DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€240,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"49 ARD NA DEIRGE, KILLALOE",,Clare,"€330,396.00",New Dwelling house /Apartment
02/12/2020,"49 CLONGUISH CT, NEWTOWNFORBES, LONGFORD",,Longford,"€119,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"5 ASHBROOK, EASTON RD, LEIXLIP",,Kildare,"€430,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"5 Doire Fea, Kilrainey, Moycullen",,Galway,"€303,964.76",New Dwelling house /Apartment
02/12/2020,"5 Glinbury, Whitechurch Road, Rathfarnham",,Dublin,"€1,167,400.00",New Dwelling house /Apartment
02/12/2020,"5 GORTONORA, DINGLE, CO KERRY",,Kerry,"€230,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"5 Moyglare Rise, Mariavilla, Maynooth",,Kildare,"€341,179.00",New Dwelling house /Apartment
02/12/2020,"5 TALBOT RD, KILLINEY, DUBLIN",,Dublin,"€500,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"5 The Grove, Donacarney Wood, Mornington",,Meath,"€247,893.00",New Dwelling house /Apartment
02/12/2020,"5 VIKING PLACE, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"51 FERNS CLOSE, FERNS BRIDGE, MONASTEREVIN",,Kildare,"€220,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"56 BEECHFIELD HEIGHTS, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,"€273,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"57 Dun Rioga Crescent, Dun Rioga, Drumree Road",,Meath,"€277,533.00",New Dwelling house /Apartment
02/12/2020,"57 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,"€265,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"57 The Willows, Allenwood",,Kildare,"€285,000.00",New Dwelling house /Apartment
02/12/2020,"59 NEWTON COURT, GRANGE, DOUGLAS",,Cork,"€188,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"6 DAVIS ROW, DAVIS RD, CLONMEL",,Tipperary,"€150,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"6 GLENKEEN PARK, FAIRGREEN, PORTLAOISE",,Laois,"€160,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"6 HILLCREST, WESTPORT, MAYO",,Mayo,"€290,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"6 THE FAIRGREEN, FRENCHPARK, FAIRGREEN",,Roscommon,"€117,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"61 Willow Drive, Dunshaughlin, Co Meath",,Meath,"€288,986.00",New Dwelling house /Apartment
02/12/2020,"64 ARDLEA, DUNSHAUGHLIN, MEATH",,Meath,"€302,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"649 COLLINS AVE, BALLYMUN, DUBLIN 9",Dublin 9,Dublin,"€145,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"65 TIFFANY DOWNS, BISHOPSTOWN, CORK",,Cork,"€167,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"67 SEANABOTHAR, KILLEENS, BLARNEY",,Cork,"€280,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"67 ST JOHNS ST, ENNISCORTHY, WEXFORD",,Wexford,"€33,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"68 BRIDGE STREET, DUNDALK, CO LOUTH",,Louth,"€150,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"68 CLONARD DR, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€590,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"7 A MAHON MILLS, KILMACTHOMAS, CO WATERFORD",,Waterford,"€117,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"7 ASHWOOD WALK, PORTLAOISE, LAOIS",,Laois,"€190,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"7 CHAPEL STREET, BALLYSHANNON, CO DONEGAL",,Donegal,"€92,800.00",Second-Hand Dwelling house /Apartment
02/12/2020,"7 MILLRACE PARK, SAGGART, DUBLIN",Dublin 24,Dublin,"€275,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"78 GLENARRIFF RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€420,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"79 PRUSSIA ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€1,040,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"79 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",Dublin 10,Dublin,"€101,064.00",Second-Hand Dwelling house /Apartment
02/12/2020,"7A CROOKE RD, PASSAGE EAST, WATERFORD",,Waterford,"€156,500.00",Second-Hand Dwelling house /Apartment
02/12/2020,"8 Clog Na Leinn, Collinstown",,Westmeath,"€378,900.00",New Dwelling house /Apartment
02/12/2020,"8 COIS NA HABHAINN, CROGHAN, BOYLE ROSCOMMON",,Roscommon,"€160,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"8 OCONNELL TERRACE, ARKLOW, WICKLOW",,Wicklow,"€175,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"8 Wilmount View, Moynalty Road, Kells",,Meath,"€220,348.00",New Dwelling house /Apartment
02/12/2020,"8 & 9  Frederick Avenue, Crawford Gate, Blackrock Road",,Cork,"€581,497.80",New Dwelling house /Apartment
02/12/2020,"85 ENNAFORT RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€475,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"85 SAUNDERS LANE, RATHNEW, WICKLOW",,Wicklow,"€320,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"86 THE MEADOWS, MURROE, LIMERICK",,Limerick,"€168,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"9 ABHANN DUBH, PATRICK ST, PORTLARLINGTON",,Offaly,"€85,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"9 CAMBERLEY OAKS, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€521,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"9 PHOENIX GARDENS, DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€430,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"9 THE BELFRY, CEDARVILLE, ABBEYFEALE",,Limerick,"€187,500.00",Second-Hand Dwelling house /Apartment
02/12/2020,"93 CAHERANNE VILLAGE, BALLYVELLY, TRALEE",,Kerry,"€165,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"Apartment 5, 13 The Meadow, Robswall",,Dublin,"€675,000.00",New Dwelling house /Apartment
02/12/2020,"APT 139, 109 PARNELL ST, DUBLIN 1",Dublin 1,Dublin,"€200,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"APT 189, THE WATERSIDE, CHARLOTTE QUAY DUBLIN 4",Dublin 4,Dublin,"€260,000.00",Second-Hand Dwelling house /Apartment
02/12/2020,"APT 4 FIELBROOK DRIVE, DUBLIN ROAD, PORTLAOISE",,Laois,"€72,000.00",Second-Hand Dwelling house /Apartment
